Student_ID,Hours_Studied,Attendance_Pct,Past_Grade,Teacher_Notes,Handwritten_Grade_Label,Student_Category,Final_Score
2239,9.7,84.7,42.3,Active participant and eager to learn but needs significant improvement in fundamentals.,5,Average,81.2
2240,2.7,82.3,62.1,Highly engaged in class discussions.,3,Average,58.9
2241,8.8,76.6,98.7,Shows excellent analytical thinking and outstanding performance this semester.,2,Top 5%,96.8
2242,8.0,77.2,65.2,Shows excellent analytical thinking.,2,Average,66.4
2243,7.9,81.6,70.1,Demonstrates great understanding of core concepts and active participant and eager to learn.,1,Average,82.6
2244,8.6,87.9,94.6,Outstanding performance this semester and demonstrates great understanding of core concepts.,2,Average,91.1
2245,7.8,88.1,83.0,Outstanding performance this semester and highly engaged in class discussions.,9,Top 5%,95.4
2246,6.6,66.9,74.9,Shows excellent analytical thinking.,0,Average,76.4
2247,2.2,80.0,87.9,Active participant and eager to learn and outstanding performance this semester.,2,Average,68.0
2248,1.3,76.5,91.9,Outstanding performance this semester but needs significant improvement in fundamentals.,8,Average,66.6
2249,9.3,94.8,67.4,Active participant and eager to learn and shows excellent analytical thinking.,3,Average,82.9
2250,6.5,85.3,68.5,Shows excellent analytical thinking and consistently submits assignments on time.,2,Average,84.0
2251,8.2,81.3,63.2,Highly engaged in class discussions and shows excellent analytical thinking.,7,Average,88.2
2252,5.3,64.6,98.0,Inconsistent attendance affecting performance but demonstrates great understanding of core concepts.,0,Average,79.2
2253,2.1,84.2,81.8,Active participant and eager to learn and outstanding performance this semester.,4,Average,73.1
2254,2.1,64.7,45.0,Finds it difficult to keep up with the pace and frequently distracted during lectures.,0,Dropout Risk,42.0
2255,7.2,73.5,91.8,Shows excellent analytical thinking and outstanding performance this semester.,6,Average,79.9
2256,4.9,65.7,68.8,Struggling with algebra concepts but demonstrates great understanding of core concepts.,4,Average,64.5
2257,2.8,87.7,44.1,Frequently distracted during lectures but highly engaged in class discussions.,1,Average,55.9
2258,5.4,68.3,73.0,Demonstrates great understanding of core concepts.,0,Average,66.7
2259,1.6,75.7,65.0,Struggling with algebra concepts.,6,Average,56.9
2260,6.2,95.8,92.7,Highly engaged in class discussions and outstanding performance this semester.,0,Average,89.2
2261,3.4,68.2,52.2,Frequently distracted during lectures.,2,Dropout Risk,48.3
2262,8.2,80.3,89.6,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Average,91.1
2263,3.8,76.8,73.5,Highly engaged in class discussions but needs significant improvement in fundamentals.,5,Average,70.0
2264,5.1,60.7,43.3,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,6,Average,54.2
2265,1.1,91.7,98.3,Needs significant improvement in fundamentals but consistently submits assignments on time.,0,Average,76.5
2266,1.7,62.8,70.8,Needs significant improvement in fundamentals and finds it difficult to keep up with the pace.,6,Dropout Risk,46.8
2267,4.5,79.0,57.5,Frequently distracted during lectures.,1,Average,64.9
2268,5.3,82.4,68.2,Consistently submits assignments on time and demonstrates great understanding of core concepts.,5,Average,64.8
2269,6.4,85.1,91.5,Outstanding performance this semester and consistently submits assignments on time.,7,Average,79.0
2270,3.6,87.5,58.3,Highly engaged in class discussions.,4,Average,59.1
2271,7.3,70.1,51.6,Shows excellent analytical thinking but frequently distracted during lectures.,9,Average,62.3
2272,8.7,60.4,47.7,Frequently distracted during lectures but shows excellent analytical thinking.,2,Average,65.1
2273,8.0,88.9,57.9,Active participant and eager to learn and shows excellent analytical thinking.,7,Average,76.8
2274,1.4,81.4,86.8,Struggling with algebra concepts but highly engaged in class discussions.,7,Average,68.1
2275,5.3,93.4,68.3,Consistently submits assignments on time and demonstrates great understanding of core concepts.,3,Average,72.4
2276,1.9,92.9,53.6,Frequently distracted during lectures but active participant and eager to learn.,7,Dropout Risk,48.2
2277,3.2,93.7,50.0,Frequently distracted during lectures but consistently submits assignments on time.,4,Average,64.9
2278,9.9,79.4,60.0,Demonstrates great understanding of core concepts.,4,Average,78.2
2279,2.3,73.3,96.4,Outstanding performance this semester.,2,Average,68.3
2280,5.5,91.7,60.6,Demonstrates great understanding of core concepts and active participant and eager to learn.,6,Average,73.2
2281,6.6,78.1,99.3,Outstanding performance this semester and demonstrates great understanding of core concepts.,8,Average,87.1
2282,7.3,67.3,69.1,Demonstrates great understanding of core concepts.,8,Average,78.9
2283,6.0,94.2,50.7,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,0,Average,72.1
2284,1.1,95.3,93.5,Needs significant improvement in fundamentals but outstanding performance this semester.,0,Average,65.5
2285,3.9,78.7,67.6,Active participant and eager to learn.,9,Average,75.3
2286,5.7,63.0,82.6,Inconsistent attendance affecting performance but shows excellent analytical thinking.,4,Average,72.7
2287,1.8,75.5,99.0,Outstanding performance this semester but needs significant improvement in fundamentals.,0,Average,67.8
2288,4.2,92.1,43.0,Highly engaged in class discussions but frequently distracted during lectures.,3,Average,64.2
2289,1.3,96.1,45.8,Struggling with algebra concepts but active participant and eager to learn.,0,Dropout Risk,52.9
2290,1.7,68.1,83.2,Needs significant improvement in fundamentals but outstanding performance this semester.,1,Average,61.7
2291,4.6,62.7,56.9,Inconsistent attendance affecting performance.,1,Average,70.0
2292,2.2,95.1,51.1,Frequently distracted during lectures but active participant and eager to learn.,3,Average,55.3
2293,6.1,75.6,42.4,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,7,Average,59.4
2294,7.2,81.7,41.3,Highly engaged in class discussions but frequently distracted during lectures.,1,Average,66.8
2295,8.2,98.7,86.5,Outstanding performance this semester and active participant and eager to learn.,8,Top 5%,98.3
2296,2.8,62.7,48.1,Frequently distracted during lectures and finds it difficult to keep up with the pace.,8,Dropout Risk,40.3
2297,2.5,85.9,68.1,Active participant and eager to learn.,1,Dropout Risk,52.0
2298,1.9,63.0,76.4,Struggling with algebra concepts but outstanding performance this semester.,0,Dropout Risk,53.3
2299,6.7,75.0,65.7,Shows excellent analytical thinking.,9,Average,64.2
2300,7.4,92.2,41.6,Highly engaged in class discussions but needs significant improvement in fundamentals.,9,Average,67.9
2301,1.3,77.3,87.0,Needs significant improvement in fundamentals but outstanding performance this semester.,8,Average,65.0
2302,9.4,99.9,40.6,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,1,Average,74.8
2303,1.5,82.4,85.7,Needs significant improvement in fundamentals but outstanding performance this semester.,7,Average,57.0
2304,5.9,72.8,93.6,Outstanding performance this semester and shows excellent analytical thinking.,2,Average,80.2
2305,7.4,68.8,66.0,Demonstrates great understanding of core concepts.,0,Average,77.2
2306,8.8,74.0,72.1,Shows excellent analytical thinking.,0,Average,73.5
2307,7.4,74.9,68.6,Demonstrates great understanding of core concepts.,9,Average,80.0
2308,8.2,62.7,63.4,Shows excellent analytical thinking but finds it difficult to keep up with the pace.,1,Average,77.0
2309,4.1,74.8,93.2,Outstanding performance this semester.,6,Average,78.7
2310,8.3,78.6,93.6,Outstanding performance this semester and demonstrates great understanding of core concepts.,5,Top 5%,96.3
2311,1.7,88.9,60.1,Needs significant improvement in fundamentals but highly engaged in class discussions.,1,Average,67.8
2312,9.1,86.3,76.9,Highly engaged in class discussions and outstanding performance this semester.,3,Average,86.5
2313,5.9,88.4,95.6,Shows excellent analytical thinking and outstanding performance this semester.,1,Average,86.0
2314,8.4,60.3,97.7,Outstanding performance this semester but finds it difficult to keep up with the pace.,0,Average,84.4
2315,5.1,68.7,70.5,Shows excellent analytical thinking.,2,Average,66.6
2316,6.8,86.5,67.2,Shows excellent analytical thinking and active participant and eager to learn.,3,Average,84.2
2317,5.7,79.4,56.7,Shows excellent analytical thinking.,9,Average,59.9
2318,7.6,60.2,97.5,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,4,Average,79.3
2319,1.7,92.2,48.6,Struggling with algebra concepts but active participant and eager to learn.,4,Average,60.0
2320,1.5,90.9,74.8,Needs significant improvement in fundamentals but consistently submits assignments on time.,6,Average,67.7
2321,3.2,81.9,57.0,Highly engaged in class discussions.,9,Average,56.8
2322,2.4,62.7,56.7,Inconsistent attendance affecting performance.,7,Average,54.3
2323,8.8,90.7,64.3,Consistently submits assignments on time and shows excellent analytical thinking.,8,Average,85.6
2324,3.0,83.3,99.9,Active participant and eager to learn and outstanding performance this semester.,6,Average,82.9
2325,9.8,91.3,43.3,Frequently distracted during lectures but demonstrates great understanding of core concepts.,4,Average,79.3
2326,4.0,90.1,74.7,Consistently submits assignments on time.,8,Average,76.1
2327,2.6,92.1,45.0,Needs significant improvement in fundamentals but consistently submits assignments on time.,7,Average,68.1
2328,8.1,80.7,49.3,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,9,Average,75.3
2329,6.9,65.6,66.4,Demonstrates great understanding of core concepts.,8,Average,70.7
2330,5.5,86.8,70.6,Shows excellent analytical thinking and active participant and eager to learn.,9,Average,77.1
2331,6.0,84.8,55.5,Shows excellent analytical thinking and active participant and eager to learn.,7,Average,66.8
2332,7.5,89.7,59.0,Highly engaged in class discussions and shows excellent analytical thinking.,5,Average,88.6
2333,3.1,66.8,45.2,Needs significant improvement in fundamentals.,3,Dropout Risk,49.7
2334,10.0,67.8,58.2,Shows excellent analytical thinking.,8,Average,77.1
2335,9.8,95.6,98.0,Shows excellent analytical thinking and outstanding performance this semester.,8,Top 5%,97.9
2336,6.9,90.0,96.7,Consistently submits assignments on time and demonstrates great understanding of core concepts.,9,Top 5%,95.1
2337,2.8,96.3,60.1,Active participant and eager to learn.,9,Average,67.1
2338,7.1,90.3,74.3,Consistently submits assignments on time and demonstrates great understanding of core concepts.,8,Average,79.2
2339,1.6,83.9,94.6,Outstanding performance this semester but struggling with algebra concepts.,9,Average,71.7
2340,1.3,86.2,40.4,Needs significant improvement in fundamentals but consistently submits assignments on time.,2,Dropout Risk,38.9
2341,3.3,95.6,88.6,Active participant and eager to learn and outstanding performance this semester.,2,Average,76.7
2342,5.2,83.2,96.9,Active participant and eager to learn and outstanding performance this semester.,5,Average,84.0
2343,8.8,85.3,45.5,Active participant and eager to learn but needs significant improvement in fundamentals.,5,Average,83.2
2344,7.5,66.3,49.7,Shows excellent analytical thinking but frequently distracted during lectures.,5,Average,62.3
2345,7.7,79.0,97.6,Shows excellent analytical thinking and outstanding performance this semester.,4,Average,83.2
2346,4.8,88.7,72.3,Highly engaged in class discussions.,4,Average,67.9
2347,4.1,70.8,40.9,Frequently distracted during lectures.,1,Dropout Risk,45.3
2348,4.3,68.1,55.5,Inconsistent attendance affecting performance.,6,Average,64.5
2349,9.9,72.6,67.0,Demonstrates great understanding of core concepts.,3,Average,90.9
2350,1.4,69.7,81.6,Struggling with algebra concepts but outstanding performance this semester.,2,Average,59.9
2351,8.8,68.6,84.0,Outstanding performance this semester and shows excellent analytical thinking.,7,Average,91.1
2352,6.2,77.0,99.7,Shows excellent analytical thinking and outstanding performance this semester.,3,Average,85.4
2353,4.9,96.3,57.3,Consistently submits assignments on time.,3,Average,68.6
2354,7.5,80.3,72.3,Highly engaged in class discussions and demonstrates great understanding of core concepts.,7,Average,77.7
2355,5.4,67.5,72.0,Demonstrates great understanding of core concepts.,0,Average,66.3
